Title,URL,release_year,rating,votes,type,des,pos,crews,stars
347. Tanaa Banaa,/title/tt14542516/?ref_=sr_i_347,2021– ,7.6,(120),TV Series,"Tanaa Banaa is focused on two teenagers stuck in a marriage arrangement. Starring Alizeh Shah, Daniyal. The drama perfectly encapsulates the true essence of youth in a very lighthearted way.Directed by Saife Hasan and produced by MD Productions, the serial also features Javeria Abbasi, Komal Rizvi, Aamir Qureshi, Hassan Noman Qureshi and others in prominent roles.","https://m.media-amazon.com/images/M/MV5BYzg4Y2FkY2QtNjAzMS00ZmFmLWFkMTAtMTg5ODE0MjBhNWIwXkEyXkFqcGdeQXVyNTA4NjMyNjE@._V1_QL75_UY207_CR68,0,140,207_.jpg","['Drama', 'Back to top']","['Faysal Qureshi', 'Madiha Imam', 'Sarwat Gilani', 'Shahzad Noor', 'Shabbir Jan']"
348. Zakham,/title/tt9156216/?ref_=sr_i_348,2017,7.8,(13),TV Series,,"https://m.media-amazon.com/images/M/MV5BMjI5YTI4ZTUtODVlZC00MDViLWE4ZmItMTFiZjU5YmUwMjkyXkEyXkFqcGdeQXVyNjI4NjQzNzM@._V1_QL75_UY207_CR68,0,140,207_.jpg","['Action', 'Adventure', 'Comedy', 'Back to top']","['Saleem Mairaj', 'Mustafa Qureshi', 'Noaman Sami', 'Adnan Shah']"
349. Talash,/title/tt10594598/?ref_=sr_i_349,2019,6.4,(48),,,"https://m.media-amazon.com/images/M/MV5BMmZiOTM1MGMtYjY4Yi00YmNhLWEyNjgtNDYyY2FmZjNiMGVlXkEyXkFqcGdeQXVyODg1MTc3MTM@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Back to top']","['Imran Abbas', 'Aijaz Aslam', 'Rohit Bakshi', 'Ayesha Omar', 'Tina Parekh', 'Azfar Rehman', 'Kanwaljeet Singh', 'Sakshi Tanwar']"
350. Dharkan,/title/tt6050996/?ref_=sr_i_350,2006–2007,,,TV Series,A drama serial about music loving Ayesha. She is the apple of the eye for her family. Unfortunately this full of life girl doesn't have long to live as she has a life threatening condition.,"https://m.media-amazon.com/images/M/MV5BM2QyNGYyNTEtZGQ3ZC00ZWZkLTg1ZTAtODg4NGZiYTY0MGIxL2ltYWdlXkEyXkFqcGdeQXVyNjY5NjI3NjY@._V1_QL75_UY207_CR68,0,140,207_.jpg","['Drama', 'Back to top']","['Adnan Gillani', 'Saba Hameed', 'Rija', 'Behroze Sabzwari', 'Saleem Sheikh']"
351. Anokha Ladla,/title/tt12285222/?ref_=sr_i_351,2011–2013,,,TV Series,An unemployed village lad with limited education who dreams of being big. He decides to move to the city in order to earn money so that he can stand again in the council elections.,"https://m.media-amazon.com/images/M/MV5BOTA2NDc3YjYtNmMzZi00ZTc1LWIyNDctN2JmYmNjZGRhZDIyXkEyXkFqcGdeQXVyMTU2MDYwNDA3._V1_QL75_UY207_CR60,0,140,207_.jpg","['Drama', 'Back to top']","['Adnan Jaffar', 'Maira Khan', 'Khalid Malik', 'Zuhaib Khan', 'Nivi Shahzad']"
352. Chotay Shah,/title/tt5617942/?ref_=sr_i_352,2016,6.5,(17),,,"https://m.media-amazon.com/images/M/MV5BNWJmOTEwMmMtNDUyZi00ZDA3LWI0N2MtYmUyYjczYmJkZWQwXkEyXkFqcGdeQXVyNTIwODMzNjc@._V1_QL75_UY207_CR8,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Imran Abbas', 'Urwa Hocane', 'Saboor Ali', 'Haroon Shahid', 'Gohar Rasheed', 'Babar Ali', 'Saima Qureshi', 'Salman Saeed', 'Srha Asghar', 'Shehrayar Zaidi', 'Raja Haider', 'Saba Hameed', 'Faiza Khan', 'Tara Mahmood', 'Asad Siddiqui']"
353. Amanat,/title/tt19284440/?ref_=sr_i_353,2021– ,7.2,(8),TV Series,,,"['Drama', 'Family', 'Back to top']","['Nouman Ijaz', 'Azfar Rehman', 'Huma Nawab', 'Ayesha Toor', 'Alishba Yousuf']"
354. Mere Humnawa,/title/tt6097200/?ref_=sr_i_354,2016– ,,,TV Mini Series,"if sometimes you go an extra mile to achieve that true happiness, it doesn't always turn out well. The story of Mere Humnava is basically about three people who are caught up in this love triangle that they didn't ask for.","https://m.media-amazon.com/images/M/MV5BMjUzODMzOWUtNDkyNi00ZWRmLTlmOTAtODRkMzRiNDJlOGFjXkEyXkFqcGdeQXVyMzQ2MzI5NDM@._V1_QL75_UY207_CR68,0,140,207_.jpg","['Drama', 'Family', 'Romance', 'Back to top']","['Sami Khan', 'Ayeza Khan']"
355. Do Qadam Dur Thay,/title/tt6908964/?ref_=sr_i_355,2014,8.4,(38),TV Series,"When Zohaib is forced to marry Nayab on gunpoint, he leaves her in the middle of a road and runs away. Do Qadam Dur Thay is a gripping story of love, sorrow and heartache as two people who are seeking each other despite of being together.","https://m.media-amazon.com/images/M/MV5BMDcxMGFkMTMtYzY0Zi00MjdjLTg3MGMtNjAzOTAyZTFmN2JhXkEyXkFqcGdeQXVyMTA5MzE0OTM3._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Hira Khan', 'Waseem Abbas', 'Rashid Farooqui', 'Haris Waheed', 'Asim Mehmood']"
356. Pyari Nimmo,/title/tt28953546/?ref_=sr_i_356,2023– ,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BN2EyZjVmMDItNTgyZC00OTUyLTk2MmItZjNhNmJjOGUxYjcxXkEyXkFqcGdeQXVyMTY4OTczODg2._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Masood Akhtar', 'Allauddin', 'Bahar Begum', 'Farzana', 'Ghulam Mohiuddin', 'Rehan', 'Babra Sharif', 'Tamanna', 'Zarqa']"
357. Mera Naam Hai Mohabbat,/title/tt8224650/?ref_=sr_i_357,1975,,,,"This film's story is based upon the famous romance novel 'Love Story' by the American writer Erich Segal. There was an American movie by the same name Love Story (1970) starring actress Ali MacGraw and actor Ryan O'Neal. Another source says the film was inspired by a Chinese folk story. This Pakistani film Mera Naam Hai Mohabbat (1975) introduced 2 new faces to the Pakistani silver screen, actor Ghulam Mohiuddin and actress Babra Sharif, propelling them into stardom due to the box-office success of this film. This film is a story of a sad romantic girl who has cancer. She tries to hide this from her lover. Her family is unaware of this problem also. The lovers are very idealistic and truly in love with each other and this film also has a tragic end just like Love Story (1970).","https://m.media-amazon.com/images/M/MV5BZjgwMDJiYjItYzNkNi00ZDdiLWJmODktZjU3ZDEwYTdkM2RmXkEyXkFqcGdeQXVyNDExMjM0MzE@._V1_QL75_UY207_CR4,0,140,207_.jpg","['Adventure', 'Comedy', 'Drama', 'Back to top']","['Fawad Khan', 'Agha Ali', 'Sawera Pasha', 'Zohaib Ahmad', 'Hamza Ansari', 'Sehar Gul', 'Ambreen Gul']"
358. Satrangi,/title/tt1333920/?ref_=sr_i_358,2008– ,8.0,(61),TV Series,"Seven friends embark on a journey that will change them, their destinies, and the way they look at each other ..... forever!","https://m.media-amazon.com/images/M/MV5BMTQxZGE4MzktY2JlOS00NjZmLTgxMzktYzIwMmU2MmY1N2U4XkEyXkFqcGdeQXVyNTAzMTc1NjE@._V1_QL75_UY207_CR114,0,140,207_.jpg","['Documentary', 'Drama', 'News', 'Back to top']","['Shehr Ali', 'Qayyum Bhai', 'Abdul Sattar Edhi', 'Asad Ghori', 'Ajab Gul', 'Happy Mohammad']"
359. These Birds Walk,/title/tt2130282/?ref_=sr_i_359,2012,6.9,(370),,A poor runaway boy and a reluctant ambulance driver in Karachi. Their two lives come together through a dying humanitarian upon whom so much of their daily lives depend.,"https://m.media-amazon.com/images/M/MV5BNDU0ODQxODI4NV5BMl5BanBnXkFtZTgwNjc0MjQxMDE@._V1_QL75_UY207_CR1,0,140,207_.jpg","['Drama', 'Back to top']","['Hajra Yamin', 'Mohsin Abbas Haider', 'Farhan Ahmed Malhi', 'Mariyam Nafees']"
360. Mohabbat Chor Di Maine,/title/tt15577048/?ref_=sr_i_360,2021– ,8.3,(19),TV Series,"Consumed with a dark past and experiences of unjust behaviour, Komal is an overly emotional girl and has a complex personality. Her constant emotional instability and selfish behaviour take a toll on those around her. Despite the bitterness of the past, Komal is now happily married to Omar and have a seven-year-old daughter together. Komal takes pride in the life that she has built for herself and the way Omar and her in-laws are in her control. However, Komal's so-called perfect world comes crashing down when she learns about Omar's alternative life that he has been living for many months. Shocked to see her pride and ego-shattering, Komal chooses to not become a victim and decides to entangle Omar in the web of lies and mental torture. After Komal's sense of intricate and complex planning, will she realize the root cause of all her problems? Will she or those around her be able to acknowledge the loneliness that lies within her?","https://m.media-amazon.com/images/M/MV5BOTZhMWEyMGYtY2NjMC00ZmJjLWEzZTYtZGQzMDNkNDYxNjI3XkEyXkFqcGdeQXVyMTMzMjE5NDky._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Musical', 'Back to top']",['Syed Saad Farrukh']
361. Rabba Mere Haal Da Mehram Tu,/title/tt25226956/?ref_=sr_i_361,2022,8.3,(84),Music Video,"Many strata of society, one similar quest. To find one's true self.","https://m.media-amazon.com/images/M/MV5BY2FkZGE2YjYtOWMyMS00NjE4LWFlZGYtYzdlYzhkNDgwZGQ4XkEyXkFqcGdeQXVyMTY0NDc5NjMw._V1_QL75_UY207_CR2,0,140,207_.jpg","['Comedy', 'Drama', 'Family', 'Back to top']","['Sanam Nazi', 'Waseem Abbas', 'Maria Wasti', 'Qavi Khan', 'Seemi Zaidi', 'Irfan Khoosat', 'Kashif Mehmood', 'Javed Kodu', 'Kashif Mahmood']"
362. Ashiyana,/title/tt0402617/?ref_=sr_i_362,1997– ,8.5,(34),TV Series,"Sapna is a fresh graduate and a full of life girl, but she constantly feels ignored by her family. One day she had to go out of the city in emergency, her car broke midway and this leads her to Saif.","https://m.media-amazon.com/images/M/MV5BMDA2NGI2YWYtMGNhZS00YzYyLTlmYWMtMjA5M2ExMTI0OWU0XkEyXkFqcGdeQXVyMzUzMTUzMTg@._V1_QL75_UY207_CR114,0,140,207_.jpg","['Drama', 'Back to top']","['Anam Tanveer', 'Rizwan Riaz', 'Imran Ashraf', 'Ushna Shah', 'Mohsin Abbas Haider']"
363. Lashkara,/title/tt8261980/?ref_=sr_i_363,2018,7.9,(21),TV Series,"Lashkara tells the tale of an epic modern day romance destroyed by the vicious snake of jealousy and revenge. Bubly is deceived by her own brother and sister-in-law, just because of personal jealousy and family politics.","https://m.media-amazon.com/images/M/MV5BNWNhMmY4ZTEtZjc2Ni00MTAzLWE0MmQtNGI4YTYxNjljN2FjXkEyXkFqcGdeQXVyNDQ3MzI3MTc@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Comedy', 'Drama', 'Family', 'Back to top']","['Samina Ahmed', 'Ahsan Khan', 'Jawed Sheikh', 'Bushra Ansari', 'Hina Dilpazir', 'Shehzad Sheikh', 'Navin Waqar', 'Vasay Chaudhry', 'Saba Hameed', 'Alishba Yousuf']"
364. Annie Ki Ayegi Baraat,/title/tt11646394/?ref_=sr_i_364,2012– ,7.3,(18),TV Series,"Rabia'a sister Arfa arrives to find a suitable boy for her daughter Annie. Alas Annie is more interested in her new job on a film set. That is until she meets Mekaal. Written by Vasay Chaudary and directed by Marina Khan & Nadeem Baig, Annie Ki Ayegi Baraat is the last part of the popular 'Baraat series' starring Naveen Waqar, Shehzad Sheikh, Vasay Chaudary, Ahsan Khan & Alishba Yousuf.","https://m.media-amazon.com/images/M/MV5BM2NkYzQ4MzAtNmU1Yy00ZWE4LWE3NjQtYWIwNTNhMjdiNWMxXkEyXkFqcGdeQXVyMTA5MzE0OTM3._V1_QL75_UY207_CR68,0,140,207_.jpg","['Comedy', 'Drama', 'Back to top']","['Saba Qamar', 'Ahmed Hassan', 'Saleem Mairaj']"
365. Naina ki Sharafat,/title/tt17514050/?ref_=sr_i_365,2022,7.6,(22),,"Naina, an abrupt and outspoken woman, knocks on the door of Sharafat when she is kicked out of her house. They embark on a journey of honesty and truth, but everything is on the line when a secret is revealed.","https://m.media-amazon.com/images/M/MV5BNzYzYjAyM2UtYmZmMC00NjA4LTkzNmEtMjQ5NmM0MmJkODdjXkEyXkFqcGdeQXVyMjg1NzE0Nzk@._V1_QL75_UY207_CR13,0,140,207_.jpg","['Drama', 'Back to top']","['Arshad Abbas', 'Iffat Chaudhary', 'Shehnaz Khan', 'Sajjad Kishwar', 'Nusrat Mehmood', 'Nisar Qadri', 'Hamoon Rasheed', 'Younus Sohail', 'Shahzel Syed']"
366. Iztaraab,/title/tt17511324/?ref_=sr_i_366,2003–2004,,,TV Series,,,"['Drama', 'Back to top']","['Nazish Jahangir', 'Syed Jibran', 'Saad Qureshi']"
367. Jinzada,/title/tt28521901/?ref_=sr_i_367,2023,8.0,(12),TV Series,,"https://m.media-amazon.com/images/M/MV5BOTViYTIzMmYtYjNiYi00NjAzLWE0NmMtNzg4ZGEwYjQ3MGQ1XkEyXkFqcGdeQXVyMTI0NzY1MTg5._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Eshal Fayyaz', 'Ali Josh', 'Saniya Shamshad']"
368. Rashk,/title/tt28633538/?ref_=sr_i_368,2018,,,TV Series,"This is a story of Minaal, who is beautiful and dedicated girl. She wants to establish her name as successful fashion designer in the market. With very limited resources she takes a start of her business in society first, gradually she becomes famous in the society by the name DESIGNER. Then she decides to establish her brand on a larger scale, she use social media as her platform to grow her name and she remains successful in that too. During this tenure she gets married to Haris and moves abroad with him, what she don't know is that its Haris's second marriage with her and he is already married abroad for the visa purpose. Now how this relationship with Haris will develop abroad and would she be able to keep her business going despite all the problems in her life.","https://m.media-amazon.com/images/M/MV5BMWJhYmJlOGItMWQ3MS00M2EwLTliZDEtNTA5YmFlZjNmOGYyXkEyXkFqcGdeQXVyMjQwOTAzMzY@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Short', 'Family', 'Drama', 'Back to top']","['Sohai Ali Abro', 'Marina Khan', 'Najaf Bilgrami', 'Aehsun Talish', 'Haris Waheed']"
369. Daughter by Law,/title/tt14873358/?ref_=sr_i_369,2021,7.9,(9),Short,"When two strong women with opposite personalities meet; storm, fire and ashes are the natural by-products. Faced with the choice between escaping or standing her ground, Sarah decides to give herself a chance for a redemption long due.","https://m.media-amazon.com/images/M/MV5BNjIwZTA0MzQtZmNiNi00Yjg3LWI0OTktYjk2YTM3Y2JkZWNjXkEyXkFqcGdeQXVyMTMzNTI5ODgw._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Back to top']","['Shahzad Nawaz', 'Yasra Rizvi', 'Sania Saeed', 'Adnan Shah', 'Adnan Shah Tipu', 'Hajra Yamin']"
370. Shanaas,/title/tt30819642/?ref_=sr_i_370,2023,,,TV Series,An emotional thriller that unravels the strongest of family bonds as decades old secrets come to light. Join Aneesa on her journey of finding the truth about where she belongs; and discovering her own self along the way.,"https://m.media-amazon.com/images/M/MV5BYzg2Zjk0ZGItOGNiNC00YzA0LWFmOWEtYzYwYTk1ZDYzNzlmXkEyXkFqcGdeQXVyMTczMzE4MDQx._V1_QL75_UY207_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Neelo', 'Ejaz Durrani', 'Allauddin', 'Abdul Karim Baloch', 'Fomi', 'Fazal Haq', 'Ilyas Kashmiri', 'Yusuf Khan', 'Nasira', 'Aslam Pervaiz', 'Talish', 'Zulfi']"
371. Zarqa,/title/tt1464797/?ref_=sr_i_371,1969,8.0,(40),,This movie is about Palestinian liberation movement against Israel.,"https://m.media-amazon.com/images/M/MV5BNzM4NWI1OTYtOTBhNi00YjY1LTkwMzMtZjM4OTdmMDViYjJhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAzMTc1NjE@._V1_QL75_UY207_CR4,0,140,207_.jpg","['Crime', 'Drama', 'Thriller', 'Back to top']","['Khalid Ahmed', 'Shafqat Cheema', 'Ehteshamuddin', 'Mohammad Ehteshamuddin', 'Mohammed Ehteshamuddin', 'Maira Khan', 'Saiqa Khayam', 'Ghulam Mohiuddin', 'Shahzad Nawaz', 'Omair Rana', 'Humayun Bin Rather', 'Bawany Safwan', 'Owais Sheikh', 'Mehreen Syed', 'Ali Tahir']"
372. Chambaili,/title/tt2429144/?ref_=sr_i_372,2013,7.7,(1.1K),,A group of friends are led by circumstances to find themselves at the crossroads of fate.,"https://m.media-amazon.com/images/M/MV5BMTYxNDY4NjEwMF5BMl5BanBnXkFtZTcwNzAzNjY2OQ@@._V1_QL75_UY207_CR9,0,140,207_.jpg","['Drama', 'Back to top']","['Danish Taimoor', 'Yumna Zaidi']"
373. Ruswaiyaan,/title/tt29115499/?ref_=sr_i_373,2021–2022,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BNDM0ZmEwZmMtMTU1Ni00ZjI4LTkyMjctNmNhMjZlYjM0OGU2XkEyXkFqcGdeQXVyMjQwOTAzMzY@._V1_QL75_UY207_CR6,0,140,207_.jpg","['Drama', 'Back to top']","['Ibrahim Alavi', 'Armeena Rana Khan', 'Junaid Khan', 'Hira Mani']"
374. Mohabbatein Chahatein,/title/tt14155774/?ref_=sr_i_374,2020–2021,7.4,(8),TV Series,"A child struggles through his parents marital problems, as they face the test of times when a scorned woman and an obsessive doctor enter their lives.","https://m.media-amazon.com/images/M/MV5BNDMwNzk5NjctODIyYS00OTc0LTlhNzAtM2ViNzI0MjJhYzkyXkEyXkFqcGdeQXVyMTMxMjY3MTc1._V1_QL75_UY207_CR34,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Hina Altaf', 'Saba Faisal', 'Ahsan Khan', 'Ushna Shah']"
375. Bandhay Ek Dour Se,/title/tt13529500/?ref_=sr_i_375,2020– ,7.1,(20),TV Series,The relationships we tend to believe are strong are in reality much weaker and the relationships that we think are weak end up being strong and supportive,"https://m.media-amazon.com/images/M/MV5BODc2Yzc1N2QtNDk4My00NjAzLThkN2EtZWUyMjRlYjg5NDYwXkEyXkFqcGdeQXVyMTI0NzY1MTg5._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Fahad Ahmad', 'Hira Mani', 'Abbas Ali', 'Nida Mumtaz', 'Nida Mumtaz', 'Ali Abbas']"
376. Mera Khuda Janay,/title/tt14993412/?ref_=sr_i_376,2018,,,TV Series,"Roohi the main protagonist of the Serial has been married to Waleed for 6 years without a child. Now her mother in law is making her life miserable trying to get his son married again for the sake of child an apparent heir to the family legacy. She feels that it is Roohi who is barren and not able to give birth to a child, however Waleed is reluctant, but succumbs to the pressure and Iqra comes in the picture. Is Roohi writing her destiny or it is the fate dictating the terms?","https://m.media-amazon.com/images/M/MV5BM2ZkMDIyZDktZDJkMi00N2IyLThlODQtYmI3YjUwZjE2NTkxXkEyXkFqcGdeQXVyMTk1NjUzODM@._V1_QL75_UY207_CR219,0,140,207_.jpg","['Action', 'Crime', 'Drama', 'Back to top']","['Mikaal Zulfiqar', 'Sajal Ali', 'Kiran Haq', 'Omair Rana', 'Naima Khan']"
377. Tum Mere Kya Ho,/title/tt10209930/?ref_=sr_i_377,2015–2016,8.0,(20),TV Series,"Ahmer, a single parent, pledges to take responsibility for Hina's future when her father Mr. Anwar (his employee) unexpectedly passes away. He must now tread carefully, balancing his obligations and the soft spot he develops for Hina.","https://m.media-amazon.com/images/M/MV5BYWFjZGIyYTMtYzY2Ni00MjllLWIyZTQtYzZlYWZiZTIzNDFlXkEyXkFqcGdeQXVyMTAwNDA3NTEx._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Danish Taimoor', 'Shamoon Abbasi', 'Urwa Hocane', 'Kamran Jillani']"
378. Ghayal,/title/tt14993810/?ref_=sr_i_378,2013–2023,,,TV Series,Ghayal drama is a 7th Sky Entertainment project with a story where hearts change with time that heals all wounds.,"https://m.media-amazon.com/images/M/MV5BZTQ4NTMwMDEtMmM1OC00N2I4LTgwZmUtODk5NDkzMjIyZmIwXkEyXkFqcGdeQXVyMTA5MzE0OTM3._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Syed Jibran', 'Sami Khan', 'Aamina Sheikh']"
379. Khudgarz,/title/tt9084506/?ref_=sr_i_379,2017–2018,8.9,(42),TV Series,"Khudgarz is a story about love, betrayal, selfishness angd its psychological effects. Featuring Sami Khan, Aamina Sheikh,Mansha Pasha and Syed Jibran in the lead roles the drama showcases a story of complex relationships. Sami Khan As Hassan is Selfish Men He Hate His Brother And Syed Jibran As Junaid Is A Simple Man He Cares About Everyone Aamina Sheikh As Ira IS a PSYCHOLOGIST And He IS About To Get Married With Hassan Mansha Pasha as Abeer IS a Girl Who Lives ALONE And Is Married To Hassan But Hassan Family Doesnt Know About His Marriage.","https://m.media-amazon.com/images/M/MV5BMTA4NGU3MjYtNTI4Zi00MDZmLTg3ZDItOTliZTNiYTMyMjNmXkEyXkFqcGdeQXVyNzY3NzIwMTc@._V1_QL75_UY207_CR33,0,140,207_.jpg","['Drama', 'Back to top']","['Shabnam Chaudhry', 'Shafqat Cheema', 'Sardar Kamal', 'Goshi Khan', 'Sher Khan', 'Sher Kumbher', 'Rashid Mehmood', 'Saima Noor', 'Saud', 'Madiha Shah', 'Shaan Shahid', 'Iftikhar Thakur']"
380. Majajan,/title/tt0937409/?ref_=sr_i_380,2006,7.2,(125),,"A young son of a Landlord, ""Prince"" falls in love with a poor village belle. She knows that is no match for him but he on the other hand, adores Baba Bulleh Shah and believes that love knows no caste or creed and fights all obstacles that come in its way.","https://m.media-amazon.com/images/M/MV5BNDZhNTExOGEtMjZkZi00ODYyLWJjNGQtOTczNzhlYzM1MzFlXkEyXkFqcGdeQXVyMzc0NzU5MTc@._V1_QL75_UY207_CR3,0,140,207_.jpg","['Drama', 'Back to top']","['Aijaz Aslam', 'Zeba Bakhtiar', 'Mehwish Hayat', 'Babar Khan', 'Asif Raza Mir', 'Neelam Muneer', 'Qaiser Naqvi', 'Azfar Rehman']"
